uri,date_added,main_artist,track_name,popularity
spotify:track:6HgWWaMu31KdOpEG5l28BG,2023-05-12,Lil Durk,All My Life (feat. J. Cole),0
spotify:track:7aRCf5cLOFN1U7kvtChY1G,2023-05-12,Drake,Search & Rescue,91
spotify:track:1IzJxbARcQrOWMZgPw1PNj,2023-05-12,Lil Baby,Go Hard,78
spotify:track:3xOEfEmsrLwf9jcG4gErdA,2023-05-12,Gucci Mane,"Pissy (feat. Roddy Ricch, Nardo Wick)",72
spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,2023-05-12,Metro Boomin,Trance (with Travis Scott & Young Thug),90
spotify:track:52NGJPcLUzQq5w7uv4e5gf,2023-05-12,Don Toliver,Private Landing (feat. Justin Bieber & Future),84
spotify:track:4mWbFYZ9P14Ulf1LIFZGhH,2023-05-12,Gucci Mane,06 Gucci (feat. DaBaby & 21 Savage),78
spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,2023-05-12,Drake,Spin Bout U,85
spotify:track:1KUZ33cOqk3X4Ezk0aZnVp,2023-05-12,Young Nudy,Peaches & Eggplants (feat. 21 Savage),69
spotify:track:7pFzbZz89oXVsRxhUvO7q2,2023-05-12,CHASE B,"Ring Ring (feat. Travis Scott, Don Toliver, Quavo & Ty Dolla $ign)",54
spotify:track:5BmB3OaQyYXCqRyN8iR2Yi,2023-05-12,NLE Choppa,SLUT ME OUT,88
spotify:track:1T4k0sw0HldDg004Kw4Oct,2023-05-12,Lil Baby,Forever (feat. Fridayy),78
spotify:track:7a636g0dl8a487foiAcoCM,2023-05-12,Lil Tecca,Need Me,57
spotify:track:0FA4wrjDJvJTTU8AepZTup,2023-05-12,Lil Uzi Vert,Watch This - ARIZONATEARS Pluggnb Remix,89
spotify:track:0B0Xu2ih8fWpcwyxAt1c7m,2023-05-12,Joyner Lucas,Blackout,75
spotify:track:75ZoVrZ4mXEsDxv1bQbEAS,2023-05-12,Moneybagg Yo,Motion God,74
spotify:track:7sliFe6W30tPBPh6dvZsIH,2023-05-12,Kali,Area Codes,80
spotify:track:3iRCr53b2ZOvoKMTNvBn5d,2023-05-12,A Boogie Wit da Hoodie,MVP (feat. G-Eazy),0
spotify:track:7oLKoGzQVwjZ91AzCn560T,2023-05-12,Superstar Pride,PAINTING PICTURES,85
spotify:track:2f9JzwRy6Ofr5ixvN0ojKt,2023-05-12,OHGEESY,GEEKALEEK (feat. Cash Kidd),74
spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,2023-05-12,Ice Spice,Princess Diana (with Nicki Minaj),87
spotify:track:06eobTXs90ICbtbxhmgviZ,2023-05-12,Icandy,Keep Dat Nigga,76
spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,2023-05-12,Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],90
spotify:track:1vPvogmqsSQLUx0Kpha08X,2023-05-12,Russ,Perfectionist,31
spotify:track:2dSKFFNoNXKo3hPnlwUdPe,2023-05-12,Jack Harlow,They Don't Love It,81
spotify:track:410ZZP746AQeiywhKvXWCo,2023-05-12,"Tyler, The Creator",SORRY NOT SORRY,84
spotify:track:5x4YAw8bHOuKdn5mSuYQg1,2023-05-12,Kevin Gates,Do It Again,48
spotify:track:451acSEXA7pfbMKXoC6vJX,2023-05-12,TiaCorine,FreakyT (feat. Latto) - Remix,68
spotify:track:1iQxvF3AQ7Bs3RTBuXqZOA,2023-05-12,Key Glock,Dirt,69
spotify:track:2eN0rxTtgxKkmVCNgizayr,2023-05-12,Quavo,Greatness,75
spotify:track:6w9GrSUaQQIaMBYtabge7p,2023-05-12,Don Toliver,Embarrassed (feat. Travis Scott),78
spotify:track:7qAwnjc2qPbpK1gB4VRwXW,2023-05-12,Internet Money,I Remember (feat. Roddy Ricch & Kodak Black),72
spotify:track:0oWL7FTlaA1YtsRRuiF4Xs,2023-05-12,Quavo,Honey Bun,73
spotify:track:4EgZqNfwsDJ1HvvSMEXypp,2023-05-12,DJ Drama,Andale,70
spotify:track:7l6nGz4gp6HGs5Cvmdeqe4,2023-05-12,Rod Wave,Fight The Feeling,79
spotify:track:0judK8TqYfvwUohBngUxrE,2023-05-12,"Tyler, The Creator",DOGTOOTH,82
spotify:track:2OZfJcpzSFApBxUA0gXuJz,2023-05-12,Jack Harlow,Common Ground,77
