uri,date_added,main_artist,track_name,popularity
spotify:track:6ug9fUi5oLLgQgOF1G8WkM,2022-10-14,Lil Baby,California Breeze,0
spotify:track:6XO8RlYuJCiI0v3IA48FeJ,2022-10-14,Marshmello,Bye Bye,0
spotify:track:74loibzxXRL875X20kenvk,2022-10-14,Lil Yachty,Poland,75
spotify:track:2BSl2gSFHdzJAMus74qzNj,2022-10-14,EST Gee,Backstage Passes (feat. Jack Harlow),77
spotify:track:2g3qKijfeHfDyM7Fmaoi5M,2022-10-14,Moneybagg Yo,Blow,76
spotify:track:1oqXQ2ghTORGDAkeLwkIDD,2022-10-14,Gucci Mane,Gucci Flow (feat. Finesse2tymes),0
spotify:track:2A0G0bPmlkUXUbvWqrAXzg,2022-10-14,Lil Baby,Not Finished,0
spotify:track:0wTTf3msjDJ8NcZGTmQJQV,2022-10-14,Ty Dolla $ign,My Friends (feat. Lil Durk),71
spotify:track:6mM8gri8d2abYYomjOV4ut,2022-10-14,Roddy Ricch,Stop Breathing,77
spotify:track:6DVJ7Aqbml1X3wGxxV5QH5,2022-10-14,DDG,9 Lives (feat. Polo G & NLE Choppa),72
spotify:track:7asQMsxC6dNgY0inCzJC5O,2022-10-14,Nardo Wick,G Nikes (feat. Polo G),0
spotify:track:5QdVpZhASstTN4BBwglPz6,2022-10-14,Roddy Ricch,Ghetto Superstar (feat. G Herbo & Doe Boy),75
spotify:track:7KXVIAuw3m2hxZanrpSXS3,2022-10-14,GloRilla,Tomorrow 2 (with Cardi B),79
spotify:track:4wRJHXHDJnKSPr9IVn0BFR,2022-10-14,Quavo,To The Bone (feat. YoungBoy Never Broke Again),72
spotify:track:6H6ZtVp6DymejLOJLdRzOI,2022-10-14,G Herbo,Shordie (with Gunna),66
spotify:track:4chjloVr9wD7lxtCR2L4ac,2022-10-14,Tee Grizzley,Robbery Part 5,0
spotify:track:6w2laMOxRE0yUsbq4bVLiZ,2022-10-14,Lil Baby,Heyy,70
spotify:track:23pGZ6n6Xd3yV7qK4xw7dx,2022-10-14,A Boogie Wit da Hoodie,B.R.O. (Better Ride Out) [feat. Roddy Ricch],73
spotify:track:5tzEcVk8jFSBhTrO0ZYJdZ,2022-10-14,Kodak Black,I’m So Awesome,72
spotify:track:6Md6lyVVoKWcOaSg8u1tDn,2022-10-14,EST Gee,Shoot It Myself (feat. Future),69
spotify:track:5uVW9FWVaQde0lfF4hYs4C,2022-10-14,Offset,CODE (feat. Moneybagg Yo),77
spotify:track:48qgXl0CQUVYJVn6xv0rsP,2022-10-14,Quavo,Nothing Changed,74
spotify:track:3wspfG772mi1c25JpnNOVP,2022-10-14,Kodak Black,Walk,77
spotify:track:6rI8uFFmGyvS2N6sqDCdu3,2022-10-14,DDG,Bulletproof Maybach (feat. Offset),66
spotify:track:0JvnmNjMnTQMRizhrKzMSO,2022-10-14,Gucci Mane,Look Ma I Did It,71
spotify:track:7pZeacKYnK4unCplCmI2qb,2022-10-14,Freddie Gibbs,Too Much (feat. Moneybagg Yo),71
spotify:track:4L1zI1GJxi0Qq38aSYmsS0,2022-10-14,King Combs,Can't Stop Won't Stop (feat. Kodak Black),71
spotify:track:2NVXBBbO4xGO851zrMfCFi,2022-10-14,Sleepy Hallow,2 Mins of Pain (feat. Alborosie),76
spotify:track:6PvHZ5vVjUhngh0t3pIsPc,2022-10-14,Quavo,Chocolate (feat. Young Thug and Gunna),70
spotify:track:3TJTvFCoVZaWWTRuaIPkMl,2022-10-14,Russ,BET,0
spotify:track:3GdWfmQBiiJrDUvSZS1bGv,2022-10-14,NAV,Never Sleep (with Lil Baby feat. Travis Scott),80
spotify:track:2yjlYDiNiQkdxVqTlaSrlX,2022-10-14,Nicki Minaj,Super Freaky Girl,83
spotify:track:3F5CgOj3wFlRv51JsHbxhe,2022-10-14,Drake,Jimmy Cooks (feat. 21 Savage),91
spotify:track:2mzlyJ8Gb8cFMJvfENKnJQ,2022-10-14,Lil Tecca,Treesha,76
spotify:track:5RtOqP26S4KrWexNolBaQc,2022-10-14,Key Glock,From Nothing,74
spotify:track:2BJWxD8xKrDv8vneTvTIm9,2022-10-14,Lil Tjay,Beat the Odds,82
spotify:track:0AzqJBVMdHP9ijAadQ0T18,2022-10-14,YG,Sober (feat. Roddy Ricch & Post Malone),70
spotify:track:0g2Bbgy7P41pFjMWJuzsf4,2022-10-14,DJ Khaled,STAYING ALIVE (feat. Drake & Lil Baby),84
spotify:track:1jOgJN75btuUONIdf57vHz,2022-10-14,Ice Spice,Munch (Feelin’ U),79
spotify:track:3umPlMokEzAFxJO33tNdlY,2022-10-14,42 Dugg,IDGAF,70
spotify:track:6djtjrpnWcuOaozVb8xKXS,2022-10-14,Gucci Mane,Red Flag,67
spotify:track:6nrPRHGdz1ytpX2ZBZ4RGU,2022-10-14,Internet Money,Falsetto (feat. Lil Tecca),70
