uri,date_added,main_artist,track_name,popularity
spotify:track:0FA4wrjDJvJTTU8AepZTup,2023-04-21,Lil Uzi Vert,Watch This - ARIZONATEARS Pluggnb Remix,90
spotify:track:7aRCf5cLOFN1U7kvtChY1G,2023-04-21,Drake,Search & Rescue,91
spotify:track:75ZoVrZ4mXEsDxv1bQbEAS,2023-04-21,Moneybagg Yo,Motion God,23
spotify:track:5BmB3OaQyYXCqRyN8iR2Yi,2023-04-21,NLE Choppa,SLUT ME OUT,88
spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,2023-04-21,Metro Boomin,Trance (with Travis Scott & Young Thug),90
spotify:track:4mWbFYZ9P14Ulf1LIFZGhH,2023-04-21,Gucci Mane,06 Gucci (feat. DaBaby & 21 Savage),78
spotify:track:5m0yZ33oOy0yYBtdTXuxQe,2023-04-21,Lil Baby,Low Down,83
spotify:track:52NGJPcLUzQq5w7uv4e5gf,2023-04-21,Don Toliver,Private Landing (feat. Justin Bieber & Future),85
spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,2023-04-21,Drake,Spin Bout U,85
spotify:track:410ZZP746AQeiywhKvXWCo,2023-04-21,"Tyler, The Creator",SORRY NOT SORRY,86
spotify:track:1T4k0sw0HldDg004Kw4Oct,2023-04-21,Lil Baby,Forever (feat. Fridayy),78
spotify:track:4jQF77FelHaw2u1CB0sIfp,2023-04-21,DDG,I'm Geekin,0
spotify:track:2eN0rxTtgxKkmVCNgizayr,2023-04-21,Quavo,Greatness,76
spotify:track:5ht9obvnnWeW4eoRtPAoQD,2023-04-21,Ghostluvme,Fact (feat. Lil Uzi Vert),77
spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,2023-04-21,Ice Spice,Princess Diana (with Nicki Minaj),83
spotify:track:451acSEXA7pfbMKXoC6vJX,2023-04-21,TiaCorine,FreakyT (feat. Latto) - Remix,8
spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,2023-04-21,Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],91
spotify:track:6w9GrSUaQQIaMBYtabge7p,2023-04-21,Don Toliver,Embarrassed (feat. Travis Scott),78
spotify:track:7qAwnjc2qPbpK1gB4VRwXW,2023-04-21,Internet Money,I Remember (feat. Roddy Ricch & Kodak Black),73
spotify:track:7oLKoGzQVwjZ91AzCn560T,2023-04-21,Superstar Pride,PAINTING PICTURES,87
spotify:track:2f9JzwRy6Ofr5ixvN0ojKt,2023-04-21,OHGEESY,GEEKALEEK (feat. Cash Kidd),73
spotify:track:1HYfsZnq3EXwK7SV8tYPoT,2023-04-21,Latto,Put It On Da Floor,18
spotify:track:0B0Xu2ih8fWpcwyxAt1c7m,2023-04-21,Joyner Lucas,Blackout,76
spotify:track:4MUlNqSrMeFAHA6VpJKMo8,2023-04-21,Polo G,No Time Wasted (feat. Future),76
spotify:track:0judK8TqYfvwUohBngUxrE,2023-04-21,"Tyler, The Creator",DOGTOOTH,84
spotify:track:6UN73IYd0hZxLi8wFPMQij,2023-04-21,Coi Leray,Players,93
spotify:track:0yUaLqhsVsguBpoOPL4cO7,2023-04-21,Ice Spice,In Ha Mood,86
spotify:track:0T0vseuNB4KC8opkrCLNbc,2023-04-21,NLE Choppa,23,71
spotify:track:4tiKQGqkoVmvshWNFDvFxG,2023-04-21,Rae Sremmurd,Mississippi Slide,70
spotify:track:4EgZqNfwsDJ1HvvSMEXypp,2023-04-21,DJ Drama,Andale,69
spotify:track:4WuOWVnAqvEQxgSRrspBgt,2023-04-21,Metro Boomin,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],85
spotify:track:1iQxvF3AQ7Bs3RTBuXqZOA,2023-04-21,Key Glock,Dirt,70
spotify:track:35NkPKSmtu6lCht95nukpr,2023-04-21,YoungBoy Never Broke Again,WTF (feat. Nicki Minaj),74
spotify:track:7l6nGz4gp6HGs5Cvmdeqe4,2023-04-21,Rod Wave,Fight The Feeling,80
spotify:track:0oWL7FTlaA1YtsRRuiF4Xs,2023-04-21,Quavo,Honey Bun,74
spotify:track:31yydnZnSeCwkRPY7tlgQJ,2023-04-21,Nardo Wick,Hot Boy (feat. Lil Baby),77
spotify:track:4ZYAU4A2YBtlNdqOUtc7T2,2023-04-21,Nicki Minaj,Red Ruby Da Sleeze,85
spotify:track:5VKG8ary0JW6iKemhmznzS,2023-04-21,Marshmello,Grown Man,81
spotify:track:3u9PAti8muEXXvEjeFpQK0,2023-04-21,"Tyler, The Creator",WHARF TALK (feat. A$AP Rocky),80
spotify:track:70wd1fE44Rb9mnZMaApmkc,2023-04-21,Larry June,"Palisades, CA",65
spotify:track:39uEuUEWsAZtozSQRPlf62,2023-04-21,BIA,I'M THAT BITCH,72
spotify:track:2ehLKvUsJq3EUAPpvT5GOM,2023-04-21,Lil Wayne,Kant Nobody (feat. DMX),73
