uri,date,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity
spotify:track:7aRCf5cLOFN1U7kvtChY1G,2023-04-08,0.817,0.44,10,0,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,272113.0,4,0.0
spotify:track:5BmB3OaQyYXCqRyN8iR2Yi,2023-04-08,0.938,0.606,6,0,0.419,0.117,0.0,0.528,0.706,121.108,123673.0,4,84.0
spotify:track:4mWbFYZ9P14Ulf1LIFZGhH,2023-04-08,0.786,0.719,0,0,0.296,0.252,0.0,0.301,0.802,130.081,178950.0,4,71.0
spotify:track:410ZZP746AQeiywhKvXWCo,2023-04-08,0.481,0.797,6,0,0.201,0.404,0.0,0.368,0.495,96.237,206050.0,3,80.0
spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,2023-04-08,0.571,0.549,1,0,0.404,0.18,0.0,0.168,0.447,119.497,194787.0,4,88.0
spotify:track:5m0yZ33oOy0yYBtdTXuxQe,2023-04-08,0.962,0.619,10,0,0.405,0.0354,0.0,0.083,0.154,127.958,144652.0,4,79.0
spotify:track:0FA4wrjDJvJTTU8AepZTup,2023-04-08,0.686,0.897,11,0,0.0386,0.0103,0.103,0.153,0.355,129.975,163139.0,4,89.0
spotify:track:52NGJPcLUzQq5w7uv4e5gf,2023-04-08,0.843,0.669,1,0,0.0639,0.0846,1.28e-05,0.105,0.435,136.979,238253.0,4,84.0
spotify:track:0B0Xu2ih8fWpcwyxAt1c7m,2023-04-08,0.811,0.471,1,0,0.32,0.012,0.0,0.0951,0.415,152.094,196569.0,4,0.0
spotify:track:7oLKoGzQVwjZ91AzCn560T,2023-04-08,0.956,0.515,11,0,0.337,0.305,0.0,0.156,0.69,119.937,122070.0,4,87.0
spotify:track:35NkPKSmtu6lCht95nukpr,2023-04-08,0.723,0.631,8,0,0.49,0.1,0.0,0.289,0.486,159.913,158971.0,4,0.0
spotify:track:7iTTWHbr4tAlsRJN4m4bay,2023-04-08,0.851,0.642,1,1,0.216,0.0658,0.0,0.0713,0.701,143.091,148115.0,4,0.0
spotify:track:7l6nGz4gp6HGs5Cvmdeqe4,2023-04-08,0.634,0.538,0,1,0.0603,0.0514,0.0,0.099,0.152,168.029,160714.0,5,73.0
spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,2023-04-08,0.773,0.701,7,1,0.0512,0.01,0.0,0.163,0.203,129.963,214589.0,4,84.0
spotify:track:0judK8TqYfvwUohBngUxrE,2023-04-08,0.706,0.648,8,1,0.324,0.505,0.0,0.215,0.802,77.533,161041.0,4,82.0
spotify:track:6UN73IYd0hZxLi8wFPMQij,2023-04-08,0.954,0.516,6,1,0.16,0.03,7.54e-06,0.0504,0.624,105.001,139560.0,4,92.0
spotify:track:0yUaLqhsVsguBpoOPL4cO7,2023-04-08,0.768,0.74,0,1,0.336,0.696,6.81e-06,0.23,0.532,141.059,129362.0,4,86.0
spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,2023-04-08,0.526,0.606,5,0,0.259,0.152,2.36e-06,0.194,0.492,116.622,182667.0,4,90.0
spotify:track:4tiKQGqkoVmvshWNFDvFxG,2023-04-08,0.845,0.729,1,0,0.134,0.0956,0.0,0.116,0.299,159.958,180000.0,4,27.0
spotify:track:0oWL7FTlaA1YtsRRuiF4Xs,2023-04-08,0.752,0.687,1,0,0.095,0.0171,0.0,0.127,0.266,151.974,134667.0,4,70.0
spotify:track:4MUlNqSrMeFAHA6VpJKMo8,2023-04-08,0.513,0.495,1,1,0.45,0.00642,0.0,0.3,0.105,150.035,179533.0,4,76.0
spotify:track:2PoV6mOIsOq6grbC4a0ZNz,2023-04-08,0.774,0.686,1,1,0.198,0.0142,0.0,0.269,0.295,139.012,141388.0,4,0.0
spotify:track:31yydnZnSeCwkRPY7tlgQJ,2023-04-08,0.595,0.829,2,1,0.226,0.00594,0.000101,0.153,0.501,113.319,169893.0,5,71.0
spotify:track:5ht9obvnnWeW4eoRtPAoQD,2023-04-08,0.779,0.684,8,1,0.108,0.181,0.0,0.0691,0.526,124.034,174240.0,4,77.0
spotify:track:7qAwnjc2qPbpK1gB4VRwXW,2023-04-08,0.517,0.571,1,0,0.124,0.074,0.0,0.0982,0.428,144.745,173379.0,4,72.0
spotify:track:1T4k0sw0HldDg004Kw4Oct,2023-04-08,0.462,0.251,4,0,0.159,0.414,0.0,0.201,0.137,89.705,167977.0,3,77.0
spotify:track:72UidoFGPPqJduJn9YAyYk,2023-04-08,0.611,0.379,1,1,0.354,0.00976,0.0,0.112,0.369,85.851,142629.0,4,49.0
spotify:track:2eN0rxTtgxKkmVCNgizayr,2023-04-08,0.825,0.718,1,1,0.0518,0.0732,0.000157,0.142,0.919,139.983,185001.0,4,76.0
spotify:track:4ZYAU4A2YBtlNdqOUtc7T2,2023-04-08,0.696,0.733,1,1,0.256,0.115,0.0,0.111,0.292,98.355,214445.0,4,84.0
spotify:track:4WuOWVnAqvEQxgSRrspBgt,2023-04-08,0.671,0.658,2,1,0.309,0.189,8.66e-05,0.147,0.257,87.933,207307.0,4,84.0
spotify:track:2f9JzwRy6Ofr5ixvN0ojKt,2023-04-08,0.835,0.552,11,1,0.191,0.00594,1.24e-05,0.139,0.18,105.007,146286.0,4,70.0
spotify:track:5VKG8ary0JW6iKemhmznzS,2023-04-08,0.778,0.646,7,1,0.0735,0.0195,2.14e-06,0.0956,0.61,81.992,106512.0,4,75.0
