uri,date,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity
spotify:track:1bDbXMyjaUIooNwFE9wn0N,2023-02-04,0.561,0.52,11,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360.0,3,90.0
spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,2023-02-04,0.526,0.606,5,0,0.259,0.152,2.36e-06,0.194,0.492,116.622,182667.0,4,88.0
spotify:track:5BbdKBZO0TH0GhfxUfyhL9,2023-02-04,0.877,0.517,2,0,0.0706,0.217,0.0,0.143,0.255,119.996,162053.0,4,79.0
spotify:track:4FyesJzVpA39hbYvcseO2d,2023-02-04,0.486,0.545,11,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,123891.0,4,88.0
spotify:track:5c2IvJeaFx4m2DmOR1iryD,2023-02-04,0.765,0.882,1,1,0.414,0.0432,0.0,0.353,0.439,166.784,140573.0,4,0.0
spotify:track:68Dni7IE4VyPkTOH9mRWHr,2023-02-04,0.69,0.521,10,0,0.339,0.324,0.0,0.0534,0.494,100.028,292799.0,4,85.0
spotify:track:7ezboaARv4FY1k0WFoINWC,2023-02-04,0.647,0.65,1,1,0.0771,0.171,0.0,0.106,0.377,132.997,216738.0,4,0.0
spotify:track:0UMqDSXk4xvoCNRrIEPf7T,2023-02-04,0.818,0.526,1,1,0.277,0.0103,0.0,0.146,0.531,125.061,214594.0,4,72.0
spotify:track:4WuOWVnAqvEQxgSRrspBgt,2023-02-04,0.671,0.658,2,1,0.309,0.189,8.66e-05,0.147,0.257,87.933,207307.0,4,83.0
spotify:track:2i2qDe3dnTl6maUE31FO7c,2023-02-04,0.898,0.64,5,0,0.255,0.0212,0.0,0.0919,0.68,149.988,153600.0,4,76.0
spotify:track:0T0vseuNB4KC8opkrCLNbc,2023-02-04,0.852,0.487,2,1,0.204,0.00424,2.18e-06,0.201,0.256,120.013,261825.0,4,68.0
spotify:track:3QHGfxhjexLaMKGHXagfRs,2023-02-04,0.696,0.708,9,1,0.0438,0.000113,0.0,0.444,0.287,142.026,168161.0,4,69.0
spotify:track:3084aAzars6DR26nCWO9Ep,2023-02-04,0.87,0.506,2,1,0.432,0.0901,0.0,0.145,0.347,137.921,187826.0,4,73.0
spotify:track:2Hh3ETdQKrmSI3QS0hme7g,2023-02-04,0.684,0.671,7,0,0.0464,0.189,2.37e-05,0.122,0.156,88.048,199920.0,4,83.0
spotify:track:4uJ7fjPKqeVR7csKvZ6gKJ,2023-02-04,0.751,0.646,5,1,0.052,0.0261,4.36e-06,0.102,0.216,127.985,171639.0,4,0.0
spotify:track:1a7tOEheXeaSNathZW4Gzk,2023-02-04,0.823,0.636,11,0,0.0612,0.0168,0.0,0.108,0.5,151.978,205893.0,4,73.0
spotify:track:3RKjTYlQrtLXCq5ncswBPp,2023-02-04,0.912,0.507,2,1,0.0587,0.579,0.0,0.167,0.725,134.978,115556.0,4,80.0
spotify:track:7CpXFEjLntpr4GdOhTtFEv,2023-02-04,0.756,0.916,1,1,0.207,0.0351,0.0,0.241,0.458,149.961,169693.0,4,71.0
spotify:track:6UN73IYd0hZxLi8wFPMQij,2023-02-04,0.954,0.516,6,1,0.16,0.03,7.54e-06,0.0504,0.624,105.001,139560.0,4,83.0
spotify:track:2KLwPaRDOB87XOYAT2fgxh,2023-02-04,0.749,0.63,4,0,0.116,0.0623,0.0,0.353,0.445,122.03,242027.0,4,82.0
spotify:track:2q2HyvGHcDbIgHi9o5gpFQ,2023-02-04,0.681,0.801,7,0,0.179,0.0687,0.0,0.768,0.371,148.936,219060.0,4,70.0
spotify:track:0yUaLqhsVsguBpoOPL4cO7,2023-02-04,0.768,0.74,0,1,0.336,0.696,6.81e-06,0.23,0.532,141.059,129362.0,4,74.0
spotify:track:53acd3PVcgGCux58YABBr5,2023-02-04,0.94,0.761,8,1,0.0979,0.0741,1.89e-05,0.59,0.414,118.027,195254.0,4,61.0
spotify:track:6IyoLWzljeR3ldQo4KWHT6,2023-02-04,0.767,0.628,4,0,0.242,0.21,8.79e-06,0.275,0.798,128.07,150242.0,4,81.0
spotify:track:65nmqAEqW7CJIkXOIkxyg8,2023-02-04,0.839,0.642,1,1,0.0535,0.0431,6.76e-05,0.148,0.211,140.078,180760.0,4,67.0
spotify:track:6yDPFrHZLQbQa9Itd2J4Gp,2023-02-04,0.855,0.603,0,1,0.284,0.0392,0.0,0.105,0.494,129.976,206769.0,4,71.0
spotify:track:2UQ2oUbHiB8wWYCE42JX0k,2023-02-04,0.493,0.613,1,1,0.414,0.0393,0.0,0.128,0.373,156.104,197692.0,4,75.0
spotify:track:5B40Td13cDQ4adeAiLf8Z4,2023-02-04,0.785,0.609,11,0,0.186,0.031,5.47e-05,0.096,0.326,83.962,148855.0,4,70.0
spotify:track:5JS1gz9zP4GTy0LZYvSeUK,2023-02-04,0.884,0.423,6,0,0.275,0.115,0.0,0.0895,0.259,95.753,159973.0,4,71.0
spotify:track:6DswwzQlABrNoqjNydtvuX,2023-02-04,0.703,0.636,1,0,0.177,0.338,0.0,0.0981,0.496,132.986,144594.0,4,68.0
spotify:track:4OkFBMU18NidtaefaTjUq1,2023-02-04,0.776,0.557,2,1,0.545,0.0496,0.0,0.112,0.284,156.978,198722.0,4,73.0
spotify:track:3Wqs6XFKsKcTjaWhmB8VCP,2023-02-04,0.75,0.714,1,1,0.134,0.00296,0.000113,0.137,0.254,160.036,153048.0,4,65.0
spotify:track:4EvFzNPsp8iyiEO9LDHopv,2023-02-04,0.519,0.766,2,1,0.345,0.0906,0.0,0.287,0.449,100.281,128000.0,3,65.0
spotify:track:4lxTmHPgoRWwM9QisWobJL,2023-02-04,0.894,0.633,10,0,0.298,0.0369,0.0,0.178,0.578,145.11,145655.0,4,65.0
spotify:track:7k5lDslyLbcykzUOPGEdKR,2023-02-04,0.799,0.733,2,1,0.216,0.172,1.7e-05,0.332,0.753,146.051,185280.0,4,67.0
spotify:track:5gAwpwuchaCGnJLlBMGBzp,2023-02-04,0.806,0.64,11,0,0.317,0.0864,0.0,0.201,0.716,160.054,213206.0,4,78.0
spotify:track:5R5UNKWsmMPpFq5JHK93Fw,2023-02-04,0.84,0.63,11,0,0.0579,0.000502,0.00136,0.128,0.14,123.994,240968.0,4,68.0
spotify:track:4CCrZzRdeWYrWJ0DoN4XCa,2023-02-04,0.806,0.542,0,0,0.064,0.241,0.000494,0.113,0.14,142.881,194306.0,4,69.0
spotify:track:7ppUTKvokd4vQ68TNAxuZk,2023-02-04,0.642,0.282,1,1,0.4,0.351,0.0,0.264,0.161,147.022,163892.0,4,68.0
spotify:track:3zkyus0njMCL6phZmNNEeN,2023-02-04,0.735,0.449,2,0,0.383,0.859,0.0,0.213,0.514,146.016,175890.0,4,90.0
spotify:track:6clDsO8HwhHEgJDDp88VdL,2023-02-04,0.603,0.546,4,0,0.35,0.194,2.68e-06,0.0783,0.667,87.99,152372.0,4,71.0
spotify:track:4ZevD501qZiFK7FY8DFn0V,2023-02-04,0.662,0.515,5,1,0.199,0.458,0.0,0.163,0.386,69.808,174474.0,4,71.0
spotify:track:7B09THlbQE2RndpgXeXQYE,2023-02-04,0.808,0.478,5,0,0.381,0.375,0.0,0.0761,0.335,140.958,217872.0,4,63.0
spotify:track:6aGpM4DXts4pdRhVKbRYuk,2023-02-04,0.763,0.726,1,1,0.109,0.00377,0.0,0.0719,0.327,99.042,131053.0,4,71.0
spotify:track:3fNMgjG8yXaSam46swhz7w,2023-02-04,0.679,0.769,0,1,0.24,0.0537,0.0,0.309,0.424,130.094,177231.0,4,75.0
spotify:track:4vIBtcC2KzJY4Va98bvI8P,2023-02-04,0.828,0.539,1,1,0.225,0.205,3.83e-05,0.305,0.68,125.05,189171.0,4,63.0
spotify:track:31UEIDEnR72bsUiavstcof,2023-02-04,0.805,0.692,10,0,0.301,0.273,0.0,0.126,0.601,145.904,159452.0,4,70.0
spotify:track:4ZyivnzrvDWRjihgqxvXK8,2023-02-04,0.857,0.524,1,1,0.279,0.0255,0.0,0.336,0.379,137.943,170435.0,4,65.0
spotify:track:2Q2mcoXVkioh4OBcL8mm4p,2023-02-04,0.894,0.528,1,1,0.466,0.0444,0.0,0.108,0.2,144.532,159720.0,4,70.0
spotify:track:2nLwnTorexhx3qKRY7zymH,2023-02-04,0.636,0.656,11,0,0.344,0.0219,0.0,0.13,0.362,75.962,177012.0,4,58.0
