uri,date,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity
spotify:track:4daEMLSZCgZ2Mt7gNm2SRa,2023-07-08,0.64,0.609,1,0,0.304,0.492,2.47e-06,0.152,0.393,131.889,192727.0,4,86.0
spotify:track:7qLr3HMApUbyDkUvgIvHnB,2023-07-08,0.808,0.789,7,0,0.236,0.0517,0.0,0.0819,0.465,136.01,185333.0,4,85.0
spotify:track:4rXLjWdF2ZZpXCVTfWcshS,2023-07-08,0.847,0.622,1,0,0.0903,0.119,0.0,0.285,0.22,130.001,125040.0,4,91.0
spotify:track:0m9cSkuwYOCUWCf48IS5ds,2023-07-08,0.496,0.638,6,0,0.271,0.271,0.0,0.104,0.469,137.487,151143.0,4,0.0
spotify:track:1hS8xbWKEifaf0VuFpIY69,2023-07-08,0.678,0.483,1,1,0.422,0.00361,0.0,0.109,0.12,160.156,148302.0,4,80.0
spotify:track:2Hc1LaV6bzFil3dE71eORA,2023-07-08,0.777,0.604,9,0,0.0397,0.000713,5.64e-05,0.151,0.121,111.998,207836.0,4,83.0
spotify:track:3bkpVSoNvBkvt9LJMFT5at,2023-07-08,0.73,0.729,10,0,0.203,0.0602,0.0,0.3,0.885,93.159,150968.0,4,84.0
spotify:track:69ZBK01gsgWUnA55BEaAPu,2023-07-08,0.773,0.607,10,0,0.382,0.0354,0.0,0.111,0.279,155.026,225492.0,4,0.0
spotify:track:7aRCf5cLOFN1U7kvtChY1G,2023-07-08,0.817,0.44,10,0,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,272113.0,4,91.0
spotify:track:6HgWWaMu31KdOpEG5l28BG,2023-07-08,0.829,0.436,3,1,0.327,0.15,0.0,0.0954,0.693,143.031,223204.0,4,92.0
spotify:track:6dNOefmb6Lgl5vNtJsSajt,2023-07-08,0.896,0.581,11,1,0.242,0.0334,0.0,0.0941,0.544,133.957,164776.0,4,79.0
spotify:track:2YIIpDEKJv6OUc7u9tVT7I,2023-07-08,0.783,0.609,6,0,0.159,0.0576,8.54e-06,0.166,0.612,77.556,203164.0,4,76.0
spotify:track:3OGCNLxpBmTYRxPZg2yDE5,2023-07-08,0.767,0.662,5,0,0.0578,0.103,0.0,0.123,0.259,143.943,193333.0,4,82.0
spotify:track:6aEy7UtgKz6T2oqAxezvur,2023-07-08,0.74,0.672,1,0,0.356,0.0511,0.0,0.082,0.217,155.903,166032.0,4,0.0
spotify:track:6JXJgBcTfcuiPAd0416sOB,2023-07-08,0.634,0.484,2,1,0.381,0.0745,0.0,0.192,0.298,164.012,179231.0,4,67.0
spotify:track:4EzkcqltSOxYE2lstuLOFs,2023-07-08,0.939,0.521,1,1,0.379,0.195,0.0,0.201,0.515,124.995,133000.0,4,81.0
spotify:track:2FDTHlrBguDzQkp7PVj16Q,2023-07-08,0.916,0.583,1,1,0.241,0.186,0.0,0.0798,0.661,141.095,226383.0,4,96.0
spotify:track:6c6WmIHcHlhccEwSFBhzNa,2023-07-08,0.849,0.614,1,1,0.317,0.0282,0.0,0.0603,0.472,111.363,185748.0,5,80.0
spotify:track:1KUZ33cOqk3X4Ezk0aZnVp,2023-07-08,0.911,0.536,4,0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,203813.0,4,80.0
spotify:track:23L1gQJjtlZMrZPZvluyQe,2023-07-08,0.904,0.461,8,1,0.164,0.0118,0.0,0.107,0.0794,148.045,148611.0,4,72.0
spotify:track:0r75DNlHu4recmKUdZeMfG,2023-07-08,0.768,0.714,4,0,0.294,0.00278,0.0,0.296,0.363,145.113,226413.0,4,79.0
spotify:track:2uPyRKg62IcLFaGXXw0qEn,2023-07-08,0.688,0.667,11,0,0.327,0.125,0.0,0.714,0.303,159.991,190320.0,4,78.0
spotify:track:1kwPxt35W7cG3rryxR48PO,2023-07-08,0.971,0.671,10,0,0.154,0.416,0.0,0.128,0.754,119.965,192000.0,4,81.0
spotify:track:39MK3d3fonIP8Mz9oHCTBB,2023-07-08,0.611,0.483,11,0,0.055,0.214,0.0,0.124,0.204,145.983,231747.0,4,92.0
spotify:track:41bmnQZoDMQdDh5zyomtW7,2023-07-08,0.731,0.605,1,1,0.19,0.067,7.7e-06,0.177,0.413,132.946,216704.0,4,83.0
spotify:track:6GoVUO5vla1JtUj2rq9Yl4,2023-07-08,0.803,0.649,9,0,0.213,0.111,0.0,0.111,0.135,85.037,226360.0,4,80.0
spotify:track:293QwzG48nRXlqk5lGDUbw,2023-07-08,0.786,0.698,1,1,0.0976,0.0175,0.0,0.194,0.168,154.954,142452.0,4,77.0
spotify:track:4muwDurKeVOB1WBjTVRWlD,2023-07-08,0.732,0.6,6,0,0.241,0.00385,0.000114,0.112,0.436,167.973,160203.0,4,83.0
spotify:track:5rurggqwwudn9clMdcchxT,2023-07-08,0.631,0.535,0,1,0.0842,0.464,0.0,0.115,0.22,140.127,219453.0,4,94.0
spotify:track:4jQF77FelHaw2u1CB0sIfp,2023-07-08,0.839,0.544,9,1,0.252,0.344,0.0,0.139,0.332,113.032,101947.0,4,80.0
spotify:track:52NGJPcLUzQq5w7uv4e5gf,2023-07-08,0.843,0.669,1,0,0.0639,0.0846,1.28e-05,0.105,0.435,136.979,238253.0,4,84.0
spotify:track:41s7nEKyANNfGaxRyMyFGI,2023-07-08,0.75,0.614,1,1,0.116,0.115,0.000392,0.227,0.487,143.037,150413.0,4,71.0
spotify:track:741UUVE2kuITl0c6zuqqbO,2023-07-08,0.77,0.58,0,1,0.247,0.519,0.000127,0.233,0.753,144.072,109750.0,4,88.0
