uri,date,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity
spotify:track:7qAwnjc2qPbpK1gB4VRwXW,2023-03-25,0.517,0.571,1,0,0.124,0.074,0.0,0.0982,0.428,144.745,173379.0,4,20.0
spotify:track:52NGJPcLUzQq5w7uv4e5gf,2023-03-25,0.843,0.669,1,0,0.0639,0.0846,1.28e-05,0.105,0.435,136.979,238253.0,4,82.0
spotify:track:0FA4wrjDJvJTTU8AepZTup,2023-03-25,0.686,0.897,11,0,0.0386,0.0103,0.103,0.153,0.355,129.975,163139.0,4,88.0
spotify:track:39uEuUEWsAZtozSQRPlf62,2023-03-25,0.813,0.636,7,0,0.21,0.328,0.0,0.129,0.723,140.948,152043.0,4,23.0
spotify:track:2NV0mpU5YbyJXydzYPgw5O,2023-03-25,0.879,0.875,10,0,0.18,0.0808,0.0,0.327,0.763,95.021,187454.0,4,27.0
spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,2023-03-25,0.526,0.606,5,0,0.259,0.152,2.36e-06,0.194,0.492,116.622,182667.0,4,89.0
spotify:track:7oLKoGzQVwjZ91AzCn560T,2023-03-25,0.956,0.515,11,0,0.337,0.305,0.0,0.156,0.69,119.937,122070.0,4,85.0
spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,2023-03-25,0.773,0.701,7,1,0.0512,0.01,0.0,0.163,0.203,129.963,214589.0,4,82.0
spotify:track:5BbdKBZO0TH0GhfxUfyhL9,2023-03-25,0.877,0.517,2,0,0.0706,0.217,0.0,0.143,0.255,119.996,162053.0,4,83.0
spotify:track:2eN0rxTtgxKkmVCNgizayr,2023-03-25,0.825,0.718,1,1,0.0518,0.0732,0.000157,0.142,0.919,139.983,185001.0,4,75.0
spotify:track:68Dni7IE4VyPkTOH9mRWHr,2023-03-25,0.69,0.521,10,0,0.339,0.324,0.0,0.0534,0.494,100.028,292799.0,4,88.0
spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,2023-03-25,0.571,0.549,1,0,0.404,0.18,0.0,0.168,0.447,119.497,194787.0,4,86.0
spotify:track:1T4k0sw0HldDg004Kw4Oct,2023-03-25,0.462,0.251,4,0,0.159,0.414,0.0,0.201,0.137,89.705,167977.0,3,76.0
spotify:track:4CCrZzRdeWYrWJ0DoN4XCa,2023-03-25,0.806,0.542,0,0,0.064,0.241,0.000494,0.113,0.14,142.881,194306.0,4,69.0
spotify:track:1bDbXMyjaUIooNwFE9wn0N,2023-03-25,0.561,0.52,11,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360.0,3,90.0
