uri,date,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity
spotify:track:3wspfG772mi1c25JpnNOVP,2022-09-17,0.817,0.512,8,1,0.0984,0.037,0.0,0.216,0.17,130.04,166039.0,4,0.0
spotify:track:1a019wP7IdYLexwbmfZPm3,2022-09-17,0.474,0.805,1,1,0.332,0.0715,0.0,0.147,0.109,131.001,176125.0,4,75.0
spotify:track:7fSM2taFBEB1WNZl8AOIoo,2022-09-17,0.845,0.503,1,1,0.334,0.027,0.0,0.116,0.416,147.031,161637.0,4,78.0
spotify:track:2BSl2gSFHdzJAMus74qzNj,2022-09-17,0.855,0.478,1,1,0.345,0.145,0.0,0.101,0.536,153.074,158431.0,4,0.0
spotify:track:4dFKEyGrwmIimMqwYleFOR,2022-09-17,0.88,0.777,2,1,0.256,0.102,0.0,0.37,0.88,132.982,234900.0,4,68.0
spotify:track:3GdWfmQBiiJrDUvSZS1bGv,2022-09-17,0.819,0.651,1,1,0.169,0.00639,0.0,0.122,0.501,139.957,185786.0,4,82.0
spotify:track:2mzlyJ8Gb8cFMJvfENKnJQ,2022-09-17,0.545,0.545,2,1,0.301,0.0768,0.0,0.121,0.122,163.847,105693.0,4,77.0
spotify:track:5uVW9FWVaQde0lfF4hYs4C,2022-09-17,0.599,0.598,4,0,0.124,0.0502,5.01e-05,0.173,0.343,179.49,192428.0,4,76.0
spotify:track:2TSfStvlAMLw89u3tali79,2022-09-17,0.66,0.373,11,1,0.595,0.149,0.0,0.106,0.35,167.912,151776.0,4,83.0
spotify:track:0JvnmNjMnTQMRizhrKzMSO,2022-09-17,0.82,0.55,0,1,0.172,0.00795,0.0,0.11,0.391,128.027,207787.0,3,70.0
spotify:track:3F5CgOj3wFlRv51JsHbxhe,2022-09-17,0.529,0.673,0,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365.0,4,91.0
spotify:track:5RtOqP26S4KrWexNolBaQc,2022-09-17,0.821,0.716,9,1,0.301,0.0726,0.0,0.154,0.529,125.005,169307.0,4,73.0
spotify:track:7pZeacKYnK4unCplCmI2qb,2022-09-17,0.799,0.696,1,1,0.134,0.211,2.46e-06,0.133,0.414,115.067,188870.0,4,68.0
spotify:track:6I5DkMtgMjN6k270nRwNEl,2022-09-17,0.83,0.727,1,1,0.0894,0.00473,0.0,0.251,0.247,145.901,132018.0,4,75.0
spotify:track:2NVXBBbO4xGO851zrMfCFi,2022-09-17,0.886,0.434,11,0,0.403,0.101,1.22e-06,0.297,0.785,147.995,136696.0,4,70.0
spotify:track:2BJWxD8xKrDv8vneTvTIm9,2022-09-17,0.498,0.625,8,0,0.342,0.054,0.0,0.175,0.478,84.821,150000.0,4,83.0
spotify:track:0g2Bbgy7P41pFjMWJuzsf4,2022-09-17,0.718,0.461,4,0,0.0797,0.068,0.0,0.283,0.181,129.953,178176.0,4,86.0
spotify:track:3F0RMjxSY9YeH8p5SylbyF,2022-09-17,0.95,0.504,1,1,0.157,0.514,0.000475,0.111,0.168,102.002,151637.0,4,0.0
spotify:track:6x3gud5JkOSGYJpRUYN1Gg,2022-09-17,0.726,0.508,1,1,0.0869,0.00124,0.0,0.204,0.173,149.979,216013.0,4,75.0
spotify:track:28gBJ6GG1orRuc4Ck3y45n,2022-09-17,0.772,0.812,10,0,0.351,0.0569,0.0,0.18,0.452,149.05,145863.0,4,0.0
spotify:track:59DRBDlssFvtWDHsYwCa6q,2022-09-17,0.869,0.759,1,1,0.262,0.00733,0.0,0.366,0.499,156.973,247763.0,4,63.0
spotify:track:1jOgJN75btuUONIdf57vHz,2022-09-17,0.811,0.528,11,0,0.275,0.291,0.0,0.0787,0.635,166.084,104819.0,4,74.0
spotify:track:6pr7X9UZCDn8CruopaNVha,2022-09-17,0.496,0.7,1,0,0.284,0.0197,0.0,0.103,0.464,107.711,173783.0,3,78.0
spotify:track:6HW0HSK7j7FHeFlxqNdKR4,2022-09-17,0.569,0.459,1,0,0.355,0.0648,0.0,0.168,0.0649,107.253,145245.0,5,72.0
spotify:track:7N17JE5sPConOSeEIC5AnS,2022-09-17,0.821,0.726,1,1,0.156,0.0337,0.0,0.0564,0.757,134.977,192137.0,4,70.0
spotify:track:0HrWshW3SuFJ6nKS9ba9Mh,2022-09-17,0.83,0.644,10,0,0.407,0.0298,0.0,0.11,0.227,155.103,173419.0,4,70.0
spotify:track:0ypjMI7vHiDP4sLB1C0Qna,2022-09-17,0.698,0.763,4,0,0.229,0.0845,0.0,0.54,0.256,139.998,174857.0,4,81.0
spotify:track:5QdVpZhASstTN4BBwglPz6,2022-09-17,0.704,0.62,9,0,0.362,0.0686,0.0,0.144,0.383,157.093,244840.0,4,69.0
spotify:track:3uJFmluXzYedoJcvhpC1AW,2022-09-17,0.878,0.685,9,1,0.225,0.00152,0.0,0.0753,0.523,157.003,211649.0,4,79.0
spotify:track:6Bl1k7SZTP5gkfLPjkIwtx,2022-09-17,0.786,0.637,2,1,0.338,0.037,0.0,0.316,0.426,79.986,231085.0,4,68.0
spotify:track:4CKAeNUTMTnvzpYGKZmQZa,2022-09-17,0.902,0.709,6,0,0.32,0.0327,0.0,0.121,0.582,97.959,180344.0,4,49.0
spotify:track:27ZZdyTSQWI7Cug2d2PkqV,2022-09-17,0.9,0.509,1,1,0.257,0.115,1.67e-06,0.0937,0.765,100.007,99283.0,4,86.0
spotify:track:1fz22sUZlpL9jZOWz02wws,2022-09-17,0.766,0.485,4,0,0.237,0.111,0.0,0.436,0.289,140.055,134908.0,4,72.0
spotify:track:32ny2YtiR7zKi7PBjiQ5Iy,2022-09-17,0.789,0.71,5,0,0.0681,0.128,0.0,0.112,0.188,138.033,183187.0,4,75.0
spotify:track:0iPb0dxCtjFcmFa2ElfBJ5,2022-09-17,0.934,0.694,9,0,0.175,0.117,0.0,0.239,0.464,129.028,182326.0,4,73.0
spotify:track:60PTOzcoFycWBICdumIsFQ,2022-09-17,0.775,0.461,7,0,0.124,0.157,0.0,0.0687,0.131,134.028,188060.0,4,75.0
spotify:track:5EeFkn825wcD3q2Tkk2vCu,2022-09-17,0.666,0.632,11,0,0.123,0.106,0.0,0.35,0.127,129.956,228922.0,3,67.0
spotify:track:5gcsJvWzuPMeJBQYdiO0RS,2022-09-17,0.672,0.58,2,1,0.234,0.0934,0.0,0.103,0.116,111.55,177731.0,3,73.0
spotify:track:4RTPe8icsISnFUp3IvEX4j,2022-09-17,0.645,0.456,4,0,0.054,0.423,0.000125,0.195,0.078,75.027,193101.0,4,67.0
spotify:track:3JFUEyfKdoCzAd2Gjj1dZZ,2022-09-17,0.622,0.651,10,0,0.253,0.0165,0.0,0.167,0.351,83.607,174611.0,4,57.0
spotify:track:0ehikRZdaCWkqg5gd8ilMJ,2022-09-17,0.86,0.69,1,1,0.185,0.096,0.0,0.162,0.331,137.01,238333.0,4,72.0
spotify:track:3umPlMokEzAFxJO33tNdlY,2022-09-17,0.514,0.611,4,1,0.287,0.0105,0.0,0.312,0.311,108.666,138673.0,5,70.0
spotify:track:1NtyeXryylf8HWXnxVTD3v,2022-09-17,0.614,0.744,11,1,0.125,0.309,1.14e-06,0.173,0.589,146.02,226115.0,4,75.0
spotify:track:6nrPRHGdz1ytpX2ZBZ4RGU,2022-09-17,0.763,0.687,6,0,0.28,0.268,0.0,0.119,0.203,131.05,135573.0,4,70.0
spotify:track:5HN3ikspb1MOyJ0MMjn55I,2022-09-17,0.779,0.508,1,1,0.349,0.00572,0.0,0.122,0.385,159.994,173987.0,4,68.0
spotify:track:1OdXwV1ZqMDuMKsPThVfSB,2022-09-17,0.79,0.551,1,1,0.0552,0.0665,0.0,0.164,0.266,150.054,217613.0,4,67.0
spotify:track:7rQ84WsT2Wcnrz5gTmbGmw,2022-09-17,0.71,0.828,1,1,0.0726,0.199,0.0,0.168,0.316,128.027,247458.0,4,75.0
spotify:track:5ie5OPdaP9fivYaKcjwKF1,2022-09-17,0.596,0.545,3,0,0.0368,0.703,0.0,0.0811,0.0923,82.07,191159.0,4,75.0
spotify:track:3LtpKP5abr2qqjunvjlX5i,2022-09-17,0.911,0.573,6,1,0.288,0.38,0.0,0.403,0.972,140.04,97393.0,4,93.0
spotify:track:6vA7RdHmU23h3ygUPPFXz5,2022-09-17,0.94,0.606,1,1,0.195,0.0215,0.0,0.18,0.507,130.0,154433.0,4,72.0
