uri,date,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity
spotify:track:2UQ2oUbHiB8wWYCE42JX0k,2022-12-10,0.493,0.613,1,1,0.414,0.0393,0.0,0.128,0.373,156.104,197692.0,4,37.0
spotify:track:3084aAzars6DR26nCWO9Ep,2022-12-10,0.87,0.506,2,1,0.432,0.0901,0.0,0.145,0.347,137.921,187826.0,4,44.0
spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,2022-12-10,0.526,0.606,5,0,0.259,0.152,2.36e-06,0.194,0.492,116.622,182667.0,4,80.0
spotify:track:1a7tOEheXeaSNathZW4Gzk,2022-12-10,0.823,0.636,11,0,0.0612,0.0168,0.0,0.108,0.5,151.978,205893.0,4,0.0
spotify:track:6yDPFrHZLQbQa9Itd2J4Gp,2022-12-10,0.855,0.603,0,1,0.284,0.0392,0.0,0.105,0.494,129.976,206769.0,4,34.0
spotify:track:1bDbXMyjaUIooNwFE9wn0N,2022-12-10,0.561,0.52,11,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360.0,3,96.0
spotify:track:3QHGfxhjexLaMKGHXagfRs,2022-12-10,0.696,0.708,9,1,0.0438,0.000113,0.0,0.444,0.287,142.026,168161.0,4,67.0
spotify:track:4WuOWVnAqvEQxgSRrspBgt,2022-12-10,0.671,0.658,2,1,0.309,0.189,8.66e-05,0.147,0.257,87.933,207307.0,4,79.0
spotify:track:4wRJHXHDJnKSPr9IVn0BFR,2022-12-10,0.899,0.582,11,0,0.264,0.0395,0.0,0.1,0.505,149.973,283196.0,4,80.0
spotify:track:7CpXFEjLntpr4GdOhTtFEv,2022-12-10,0.756,0.916,1,1,0.207,0.0351,0.0,0.241,0.458,149.961,169693.0,4,73.0
spotify:track:4FyesJzVpA39hbYvcseO2d,2022-12-10,0.486,0.545,11,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,123891.0,4,90.0
